name,macro_f1,au_macro_f1,non_au_macro_f1,half1_macro_f1,half2_macro_f1
3way_e5x2,0.7172592174830689,0.5138063966844043,0.729706584336556,,
4way_e5_1.2_mbert_0.8,0.7225458252208838,0.511765002680003,0.7356758606640229,,
4way_e5_1.2_mbert_0.8_soft_au_a0.9,0.7387722812652203,0.7701676075636106,0.7356758606640229,0.7308124360760131,0.7464734262485979
