model,macro_f1_mean,macro_f1_std,explore_macro_f1_mean,explore_macro_f1_std
flat_14way,0.6637799297536834,0.001648738691225139,0.5104167611091134,0.005453320801398536
hier_explore_override,0.6812402719923712,0.0009708674616651041,0.5312860617059592,0.003522670937196842
hier_family_route,0.6883432954370375,0.001623286538502241,0.5353838149689348,0.003350934491977593
