lambda,macro_f1_mean,macro_f1_std,first_step_macro_f1_mean,non_first_macro_f1_mean
0.125,0.6645972815797518,0.0019056411397150009,0.4005315346280375,0.6634121201420096
0.0,0.6637799297536834,0.001648738691225139,0.4213620852141501,0.6634121201420096
0.25,0.6637023571059298,0.0016261607819439245,0.3669000381600978,0.6634121201420096
0.5,0.6609643077825316,0.0018780470164043465,0.2959288884394249,0.6634121201420096
0.75,0.6583527844933349,0.002275021188302831,0.2238622527703425,0.6634121201420096
1.0,0.6558813713689655,0.002013508866516482,0.21119011968293053,0.6634121201420096
1.5,0.6473977467697296,0.0025826541423125096,0.17691324044586704,0.6634121201420096
2.0,0.6384708604685023,0.0023869894068512566,0.14158435197556427,0.6634121201420096
