variant,mean_macro_f1,std_macro_f1,oof_macro_f1,elapsed_sec_total,oof_f1_read_file,mean_f1_read_file,oof_f1_grep_search,mean_f1_grep_search,oof_f1_list_directory,mean_f1_list_directory,oof_f1_glob_pattern,mean_f1_glob_pattern
v3_no_args,0.47574293972616116,0.0035615844563638742,0.47569402577719544,855.1294929981232,0.2952413557001027,0.29520567134479786,0.27362108639564886,0.2735955459364133,0.4091207656939101,0.4090396699571828,0.3166794773251345,0.3166651434106132
v3_hist6,0.49809364272754353,0.005112439561785599,0.49809472760715806,710.2412919998169,0.29908103592314117,0.29894831139486105,0.3275896480606746,0.32750334432767475,0.4065778281825914,0.4063258445258309,0.37167505391804456,0.37169756931348125
