variant,fold,n_train,n_val,macro_f1,elapsed_sec,f1_read_file,f1_grep_search,f1_list_directory,f1_glob_pattern
v3_no_args,0,46666,23334,0.4712323349732858,296.3773810863495,0.297960024726973,0.26273684210526316,0.40057553956834535,0.31859410430839
v3_no_args,1,46667,23333,0.47605706737264203,275.9549560546875,0.30217878232539197,0.2782109150594994,0.4151685393258427,0.3139872315728381
v3_no_args,2,46667,23333,0.47993941683255564,282.0221266746521,0.2854782069820285,0.27983888064447743,0.41137493097736055,0.3174140943506115
v3_hist6,0,46666,23334,0.49089223597538734,230.80265879631042,0.3002502085070892,0.3215291750503018,0.3884176659842059,0.37232905982905984
v3_hist6,1,46667,23333,0.5022514484298283,235.11305713653564,0.30996916752312437,0.3373210433418317,0.4167856123322866,0.36938612808929044
v3_hist6,2,46667,23333,0.5011372437774151,243.61968421936035,0.2866255581543696,0.32365981459089077,0.41377425526100026,0.37337752002209335
