variant,rows,macro_f1
blend_hist0,1293,0.4020778149347726
specialist_hist0,1293,0.4226658519579538
soft_alpha_0.5_hist0,1293,0.4104363678629763
soft_alpha_0.7_hist0,1293,0.4233444644208701
soft_alpha_1_hist0,1293,0.4226658519579538
