n_override_rows,row_baseline_macro_f1,row_override_macro_f1,row_delta,mc_mean_delta,mc_std_delta,mc_min_delta,mc_max_delta,mc_n,grid
174,0.7560057940610984,0.7558890602699614,-0.00011673379113696924,9.006650852951159e-05,0.00023185385708921621,0.0,0.000906860130161169,50,A_purity0.90_n5
157,0.7560057940610984,0.7560057940610984,0.0,0.0,0.0,0.0,0.0,50,B_purity0.95_n10
217,0.7560057940610984,0.7552430069175812,-0.0007627871435171851,-0.00035333022338175814,0.0008893040626428579,-0.00259450960629104,0.000906860130161169,50,C_purity0.99_n3
